Image,PixelCount,MeanTb,MinTb,MedianTb,CenterX,CenterY,MinRadius,MaxRadius,MeanRadius,CloudTopHeight
dummy_image_1.png,3,60.67,45.0,62.0,2.33,20.67,0.47,0.75,0.65,49.0
dummy_image_1.png,1,85.0,85.0,85.0,14.0,20.0,0.0,0.0,0.0,41.0
dummy_image_1.png,1,66.0,66.0,66.0,19.0,20.0,0.0,0.0,0.0,44.8
dummy_image_1.png,1,26.0,26.0,26.0,23.0,20.0,0.0,0.0,0.0,52.8
dummy_image_1.png,2,70.5,48.0,70.5,35.0,20.5,0.5,0.5,0.5,48.4
dummy_image_1.png,1,53.0,53.0,53.0,46.0,20.0,0.0,0.0,0.0,47.4
dummy_image_1.png,1,34.0,34.0,34.0,54.0,20.0,0.0,0.0,0.0,51.2
dummy_image_1.png,1,52.0,52.0,52.0,59.0,20.0,0.0,0.0,0.0,47.6
dummy_image_1.png,2,49.5,43.0,49.5,61.0,20.5,0.5,0.5,0.5,49.4
dummy_image_1.png,1,8.0,8.0,8.0,6.0,21.0,0.0,0.0,0.0,56.4
dummy_image_1.png,1,33.0,33.0,33.0,12.0,21.0,0.0,0.0,0.0,51.4
dummy_image_1.png,1,79.0,79.0,79.0,15.0,21.0,0.0,0.0,0.0,42.2
dummy_image_1.png,1,23.0,23.0,23.0,18.0,21.0,0.0,0.0,0.0,53.4
dummy_image_1.png,1,59.0,59.0,59.0,22.0,21.0,0.0,0.0,0.0,46.2
dummy_image_1.png,1,88.0,88.0,88.0,24.0,21.0,0.0,0.0,0.0,40.4
dummy_image_1.png,4,49.5,25.0,50.0,48.0,21.5,0.5,1.12,0.81,53.0
dummy_image_1.png,1,95.0,95.0,95.0,63.0,21.0,0.0,0.0,0.0,39.0
dummy_image_1.png,3,43.67,19.0,32.0,0.67,22.67,0.47,0.75,0.65,54.2
dummy_image_1.png,6,47.5,9.0,48.5,4.0,23.33,0.33,1.67,1.14,56.2
dummy_image_1.png,5,46.8,18.0,46.0,8.0,24.0,0.0,2.0,1.2,54.4
dummy_image_1.png,1,22.0,22.0,22.0,11.0,22.0,0.0,0.0,0.0,53.6
dummy_image_1.png,19,45.16,3.0,40.0,20.32,25.05,0.32,5.29,2.78,57.4
dummy_image_1.png,1,45.0,45.0,45.0,21.0,22.0,0.0,0.0,0.0,49.0
dummy_image_1.png,2,84.0,73.0,84.0,23.0,22.5,0.5,0.5,0.5,43.4
dummy_image_1.png,3,58.67,18.0,72.0,25.33,22.67,0.47,0.75,0.65,54.4
dummy_image_1.png,7,51.57,9.0,51.0,51.71,22.86,0.32,2.16,1.31,56.2
dummy_image_1.png,1,42.0,42.0,42.0,60.0,22.0,0.0,0.0,0.0,49.6
dummy_image_1.png,8,63.25,13.0,67.5,62.38,24.38,0.53,2.4,1.26,55.4
dummy_image_1.png,1,91.0,91.0,91.0,35.0,23.0,0.0,0.0,0.0,39.8
dummy_image_1.png,1,49.0,49.0,49.0,49.0,23.0,0.0,0.0,0.0,48.2
dummy_image_1.png,1,22.0,22.0,22.0,55.0,23.0,0.0,0.0,0.0,53.6
dummy_image_1.png,1,42.0,42.0,42.0,10.0,24.0,0.0,0.0,0.0,49.6
dummy_image_1.png,5,47.2,19.0,42.0,13.0,24.8,0.2,1.28,0.9,54.2
dummy_image_1.png,2,21.5,21.0,21.5,15.5,24.0,0.5,0.5,0.5,53.8
dummy_image_1.png,3,48.33,27.0,53.0,22.33,24.67,0.47,0.75,0.65,52.6
dummy_image_1.png,3,42.0,16.0,53.0,26.67,24.67,0.47,0.75,0.65,54.8
dummy_image_1.png,6,50.83,26.0,45.5,34.17,25.33,0.37,1.86,1.18,52.8
dummy_image_1.png,1,65.0,65.0,65.0,59.0,24.0,0.0,0.0,0.0,45.0
dummy_image_1.png,1,86.0,86.0,86.0,6.0,25.0,0.0,0.0,0.0,40.8
dummy_image_1.png,4,81.0,56.0,84.5,17.25,25.75,0.35,1.27,0.87,46.8
dummy_image_1.png,16,54.62,12.0,52.0,30.88,27.62,0.4,2.86,1.87,55.6
dummy_image_1.png,6,60.83,21.0,59.5,38.17,25.83,0.24,1.43,1.05,53.8
dummy_image_1.png,3,18.33,6.0,16.0,47.33,25.67,0.47,0.75,0.65,56.8
dummy_image_1.png,1,40.0,40.0,40.0,54.0,25.0,0.0,0.0,0.0,50.0
dummy_image_1.png,15,59.73,2.0,64.0,58.13,26.53,0.55,3.22,2.01,57.6
dummy_image_1.png,1,52.0,52.0,52.0,2.0,26.0,0.0,0.0,0.0,47.6
dummy_image_1.png,2,49.0,2.0,49.0,5.0,26.5,0.5,0.5,0.5,57.6
dummy_image_1.png,14,48.07,0.0,46.0,10.36,29.07,0.36,3.14,1.78,58.0
dummy_image_1.png,1,74.0,74.0,74.0,28.0,26.0,0.0,0.0,0.0,43.2
dummy_image_1.png,10,60.5,2.0,72.0,50.2,28.6,0.45,2.72,1.54,57.6
dummy_image_1.png,1,50.0,50.0,50.0,7.0,27.0,0.0,0.0,0.0,48.0
dummy_image_1.png,3,44.33,23.0,24.0,1.33,28.33,0.47,0.75,0.65,53.4
dummy_image_1.png,14,52.43,1.0,66.0,17.07,30.0,0.93,3.23,1.97,57.8
dummy_image_1.png,1,91.0,91.0,91.0,26.0,28.0,0.0,0.0,0.0,39.8
dummy_image_1.png,1,34.0,34.0,34.0,46.0,28.0,0.0,0.0,0.0,51.2
dummy_image_1.png,3,60.67,44.0,63.0,63.0,29.0,0.0,1.0,0.67,49.2
dummy_image_1.png,7,61.57,33.0,59.0,5.14,29.43,0.45,2.19,1.2,51.4
dummy_image_1.png,1,58.0,58.0,58.0,20.0,29.0,0.0,0.0,0.0,46.4
dummy_image_1.png,1,71.0,71.0,71.0,23.0,29.0,0.0,0.0,0.0,43.8
dummy_image_1.png,5,28.8,13.0,34.0,25.2,30.0,0.2,1.28,0.9,55.4
dummy_image_1.png,1,12.0,12.0,12.0,27.0,29.0,0.0,0.0,0.0,55.6
dummy_image_1.png,2,74.0,53.0,74.0,35.5,29.0,0.5,0.5,0.5,47.4
dummy_image_1.png,1,56.0,56.0,56.0,40.0,29.0,0.0,0.0,0.0,46.8
dummy_image_1.png,5,53.2,3.0,51.0,59.2,30.2,0.28,1.44,0.96,57.4
dummy_image_1.png,1,3.0,3.0,3.0,0.0,30.0,0.0,0.0,0.0,57.4
dummy_image_1.png,1,45.0,45.0,45.0,2.0,30.0,0.0,0.0,0.0,49.0
dummy_image_1.png,1,98.0,98.0,98.0,13.0,30.0,0.0,0.0,0.0,38.4
dummy_image_1.png,1,10.0,10.0,10.0,21.0,30.0,0.0,0.0,0.0,56.0
dummy_image_1.png,10,37.0,2.0,33.5,28.2,32.2,0.28,2.81,1.59,57.6
dummy_image_1.png,1,55.0,55.0,55.0,39.0,30.0,0.0,0.0,0.0,47.0
dummy_image_1.png,3,47.0,24.0,35.0,42.67,30.33,0.47,0.75,0.65,53.2
dummy_image_1.png,1,55.0,55.0,55.0,46.0,30.0,0.0,0.0,0.0,47.0
dummy_image_1.png,1,83.0,83.0,83.0,52.0,30.0,0.0,0.0,0.0,41.4
dummy_image_1.png,1,88.0,88.0,88.0,57.0,30.0,0.0,0.0,0.0,40.4
dummy_image_1.png,1,63.0,63.0,63.0,3.0,31.0,0.0,0.0,0.0,45.4
dummy_image_1.png,1,9.0,9.0,9.0,14.0,31.0,0.0,0.0,0.0,56.2
dummy_image_1.png,1,5.0,5.0,5.0,22.0,31.0,0.0,0.0,0.0,57.0
dummy_image_1.png,3,94.33,90.0,94.0,33.67,31.33,0.47,0.75,0.65,40.0
dummy_image_1.png,3,56.0,42.0,56.0,40.33,31.33,0.47,0.75,0.65,49.6
dummy_image_1.png,10,52.1,7.0,59.5,47.5,33.0,0.5,2.06,1.32,56.6
dummy_image_1.png,1,68.0,68.0,68.0,56.0,31.0,0.0,0.0,0.0,44.4
dummy_image_1.png,4,64.0,10.0,76.5,5.0,32.5,0.5,1.12,0.81,56.0
dummy_image_1.png,2,9.5,6.0,9.5,15.5,32.0,0.5,0.5,0.5,56.8
dummy_image_1.png,2,60.5,53.0,60.5,21.0,32.5,0.5,0.5,0.5,47.4
dummy_image_1.png,2,39.0,16.0,39.0,23.5,32.0,0.5,0.5,0.5,54.8
dummy_image_1.png,5,46.4,26.0,46.0,37.4,32.6,0.57,1.65,1.04,52.8
dummy_image_1.png,3,59.0,37.0,68.0,44.67,32.33,0.47,0.75,0.65,50.6
dummy_image_1.png,1,92.0,92.0,92.0,51.0,32.0,0.0,0.0,0.0,39.6
dummy_image_1.png,1,66.0,66.0,66.0,53.0,32.0,0.0,0.0,0.0,44.8
dummy_image_1.png,6,34.5,4.0,29.0,61.33,33.17,0.37,1.95,1.18,57.2
dummy_image_1.png,1,55.0,55.0,55.0,1.0,33.0,0.0,0.0,0.0,47.0
dummy_image_1.png,19,43.32,1.0,42.0,9.84,35.32,0.35,3.91,1.95,57.8
dummy_image_1.png,1,2.0,2.0,2.0,14.0,33.0,0.0,0.0,0.0,57.6
dummy_image_1.png,1,13.0,13.0,13.0,35.0,33.0,0.0,0.0,0.0,55.4
dummy_image_1.png,1,50.0,50.0,50.0,41.0,33.0,0.0,0.0,0.0,48.0
dummy_image_1.png,2,28.5,18.0,28.5,50.0,33.5,0.5,0.5,0.5,54.4
dummy_image_1.png,1,11.0,11.0,11.0,52.0,33.0,0.0,0.0,0.0,55.8
dummy_image_1.png,1,42.0,42.0,42.0,57.0,33.0,0.0,0.0,0.0,49.6
dummy_image_1.png,1,29.0,29.0,29.0,59.0,33.0,0.0,0.0,0.0,52.2
dummy_image_1.png,3,45.0,22.0,37.0,6.33,34.33,0.47,0.75,0.65,53.6
dummy_image_1.png,3,56.0,45.0,51.0,16.0,34.0,0.0,1.0,0.67,49.0
dummy_image_1.png,5,48.6,33.0,38.0,24.6,34.8,0.45,1.61,1.0,51.4
dummy_image_1.png,1,89.0,89.0,89.0,31.0,34.0,0.0,0.0,0.0,40.2
dummy_image_1.png,15,51.33,0.0,47.0,31.73,36.6,0.48,3.07,1.82,58.0
dummy_image_1.png,1,54.0,54.0,54.0,36.0,34.0,0.0,0.0,0.0,47.2
dummy_image_1.png,5,39.0,0.0,26.0,42.6,34.6,0.72,1.52,1.07,58.0
dummy_image_1.png,4,43.5,31.0,47.0,58.25,35.0,0.25,1.03,0.77,51.8
dummy_image_1.png,1,38.0,38.0,38.0,1.0,35.0,0.0,0.0,0.0,50.4
dummy_image_1.png,12,37.42,6.0,37.5,3.67,38.17,0.37,3.29,1.91,56.8
dummy_image_1.png,1,74.0,74.0,74.0,14.0,35.0,0.0,0.0,0.0,43.2
dummy_image_1.png,2,36.5,11.0,36.5,28.5,35.0,0.5,0.5,0.5,55.8
dummy_image_1.png,1,45.0,45.0,45.0,45.0,35.0,0.0,0.0,0.0,49.0
dummy_image_1.png,3,36.33,7.0,33.0,49.33,35.67,0.47,0.75,0.65,56.6
dummy_image_1.png,1,51.0,51.0,51.0,51.0,35.0,0.0,0.0,0.0,47.8
dummy_image_1.png,3,61.0,30.0,75.0,54.33,35.33,0.47,0.75,0.65,52.0
dummy_image_1.png,1,92.0,92.0,92.0,2.0,36.0,0.0,0.0,0.0,39.6
dummy_image_1.png,7,58.71,12.0,71.0,16.43,36.71,0.52,1.6,1.06,55.6
dummy_image_1.png,1,16.0,16.0,16.0,20.0,36.0,0.0,0.0,0.0,54.8
dummy_image_1.png,1,84.0,84.0,84.0,35.0,36.0,0.0,0.0,0.0,41.2
dummy_image_1.png,1,32.0,32.0,32.0,44.0,36.0,0.0,0.0,0.0,51.6
dummy_image_1.png,3,53.0,38.0,52.0,56.33,36.67,0.47,0.75,0.65,50.4
dummy_image_1.png,8,63.12,7.0,74.5,62.88,39.0,0.12,3.0,1.63,56.6
dummy_image_1.png,4,72.25,34.0,79.5,1.0,37.75,0.25,1.03,0.77,51.2
dummy_image_1.png,2,41.0,28.0,41.0,13.5,37.0,0.5,0.5,0.5,52.4
dummy_image_1.png,20,42.75,0.0,42.0,42.45,38.45,0.64,3.87,2.36,58.0
dummy_image_1.png,4,45.75,17.0,47.0,10.25,39.25,0.35,1.27,0.87,54.6
dummy_image_1.png,4,32.25,13.0,25.0,20.5,38.0,0.5,1.5,1.0,55.4
dummy_image_1.png,1,45.0,45.0,45.0,25.0,38.0,0.0,0.0,0.0,49.0
dummy_image_1.png,1,91.0,91.0,91.0,27.0,38.0,0.0,0.0,0.0,39.8
dummy_image_1.png,3,68.33,23.0,88.0,48.67,38.33,0.47,0.75,0.65,53.4
dummy_image_1.png,5,24.6,5.0,24.0,51.0,39.2,0.2,1.28,0.9,57.0
dummy_image_1.png,3,45.67,29.0,42.0,55.0,39.0,0.0,1.0,0.67,52.2
dummy_image_1.png,1,66.0,66.0,66.0,60.0,38.0,0.0,0.0,0.0,44.8
dummy_image_1.png,4,52.5,8.0,55.5,14.0,39.5,0.5,1.12,0.81,56.4
dummy_image_1.png,12,52.25,10.0,46.0,17.33,41.25,0.42,2.77,1.56,56.0
dummy_image_1.png,1,65.0,65.0,65.0,36.0,39.0,0.0,0.0,0.0,45.0
dummy_image_1.png,1,88.0,88.0,88.0,59.0,39.0,0.0,0.0,0.0,40.4
dummy_image_1.png,1,10.0,10.0,10.0,0.0,40.0,0.0,0.0,0.0,56.0
dummy_image_1.png,1,25.0,25.0,25.0,7.0,40.0,0.0,0.0,0.0,53.0
dummy_image_1.png,16,42.5,0.0,40.5,25.81,41.5,0.53,4.1,1.97,58.0
dummy_image_1.png,1,38.0,38.0,38.0,27.0,40.0,0.0,0.0,0.0,50.4
dummy_image_1.png,1,61.0,61.0,61.0,32.0,40.0,0.0,0.0,0.0,45.8
dummy_image_1.png,1,4.0,4.0,4.0,34.0,40.0,0.0,0.0,0.0,57.2
dummy_image_1.png,2,4.5,1.0,4.5,37.0,40.5,0.5,0.5,0.5,57.8
dummy_image_1.png,1,20.0,20.0,20.0,53.0,40.0,0.0,0.0,0.0,54.0
dummy_image_1.png,4,67.75,21.0,75.5,60.5,40.5,0.71,0.71,0.71,53.8
dummy_image_1.png,11,68.45,5.0,78.0,3.18,42.91,0.2,2.64,1.5,57.0
dummy_image_1.png,1,58.0,58.0,58.0,9.0,41.0,0.0,0.0,0.0,46.4
dummy_image_1.png,12,43.33,7.0,43.5,13.17,43.17,0.85,3.06,1.81,56.6
dummy_image_1.png,9,54.22,9.0,63.0,22.56,42.56,0.63,2.84,1.67,56.2
dummy_image_1.png,1,46.0,46.0,46.0,30.0,41.0,0.0,0.0,0.0,48.8
dummy_image_1.png,1,98.0,98.0,98.0,35.0,41.0,0.0,0.0,0.0,38.4
dummy_image_1.png,1,17.0,17.0,17.0,41.0,41.0,0.0,0.0,0.0,54.6
dummy_image_1.png,1,93.0,93.0,93.0,44.0,41.0,0.0,0.0,0.0,39.4
dummy_image_1.png,1,77.0,77.0,77.0,47.0,41.0,0.0,0.0,0.0,42.6
dummy_image_1.png,1,47.0,47.0,47.0,57.0,41.0,0.0,0.0,0.0,48.6
dummy_image_1.png,1,70.0,70.0,70.0,0.0,42.0,0.0,0.0,0.0,44.0
dummy_image_1.png,1,15.0,15.0,15.0,7.0,42.0,0.0,0.0,0.0,55.0
dummy_image_1.png,1,39.0,39.0,39.0,31.0,42.0,0.0,0.0,0.0,50.2
dummy_image_1.png,24,60.67,1.0,71.0,47.62,46.58,0.75,4.86,2.56,57.8
dummy_image_1.png,1,56.0,56.0,56.0,49.0,42.0,0.0,0.0,0.0,46.8
dummy_image_1.png,5,36.2,9.0,35.0,54.0,42.0,0.0,2.0,1.2,56.2
dummy_image_1.png,2,63.5,61.0,63.5,6.0,43.5,0.5,0.5,0.5,45.8
dummy_image_1.png,1,67.0,67.0,67.0,10.0,43.0,0.0,0.0,0.0,44.6
dummy_image_1.png,2,25.5,19.0,25.5,32.5,43.0,0.5,0.5,0.5,54.2
dummy_image_1.png,1,51.0,51.0,51.0,35.0,43.0,0.0,0.0,0.0,47.8
dummy_image_1.png,2,51.0,45.0,51.0,37.5,43.0,0.5,0.5,0.5,49.0
dummy_image_1.png,1,35.0,35.0,35.0,42.0,43.0,0.0,0.0,0.0,51.0
dummy_image_1.png,4,27.25,2.0,11.5,61.0,43.5,0.5,1.12,0.81,57.6
dummy_image_1.png,1,73.0,73.0,73.0,8.0,44.0,0.0,0.0,0.0,43.4
dummy_image_1.png,5,40.0,4.0,40.0,18.8,44.8,0.28,1.44,0.96,57.2
dummy_image_1.png,2,52.0,10.0,52.0,22.0,44.5,0.5,0.5,0.5,56.0
dummy_image_1.png,1,78.0,78.0,78.0,31.0,44.0,0.0,0.0,0.0,42.4
dummy_image_1.png,2,31.0,20.0,31.0,34.0,44.5,0.5,0.5,0.5,54.0
dummy_image_1.png,4,53.0,11.0,63.5,56.75,44.25,0.35,1.27,0.87,55.8
dummy_image_1.png,2,27.0,8.0,27.0,7.0,45.5,0.5,0.5,0.5,56.4
dummy_image_1.png,1,53.0,53.0,53.0,9.0,45.0,0.0,0.0,0.0,47.4
dummy_image_1.png,2,32.5,24.0,32.5,16.0,45.5,0.5,0.5,0.5,53.2
dummy_image_1.png,29,49.34,4.0,50.0,31.31,48.66,0.72,4.66,2.73,57.2
dummy_image_1.png,14,44.36,5.0,35.5,43.36,47.21,0.68,4.02,2.17,57.0
dummy_image_1.png,1,81.0,81.0,81.0,54.0,45.0,0.0,0.0,0.0,41.8
dummy_image_1.png,1,50.0,50.0,50.0,59.0,45.0,0.0,0.0,0.0,48.0
dummy_image_1.png,2,56.0,17.0,56.0,2.0,46.5,0.5,0.5,0.5,54.6
dummy_image_1.png,3,82.33,68.0,83.0,14.33,46.67,0.47,0.75,0.65,44.4
dummy_image_1.png,12,47.67,17.0,34.0,21.0,47.5,0.5,2.5,1.49,54.6
dummy_image_1.png,1,6.0,6.0,6.0,37.0,46.0,0.0,0.0,0.0,56.8
dummy_image_1.png,1,32.0,32.0,32.0,53.0,46.0,0.0,0.0,0.0,51.6
dummy_image_1.png,2,24.5,21.0,24.5,55.0,46.5,0.5,0.5,0.5,53.8
dummy_image_1.png,1,40.0,40.0,40.0,62.0,46.0,0.0,0.0,0.0,50.0
dummy_image_1.png,6,36.67,2.0,32.5,10.5,48.0,0.5,1.8,1.14,57.6
dummy_image_1.png,1,57.0,57.0,57.0,17.0,47.0,0.0,0.0,0.0,46.6
dummy_image_1.png,1,94.0,94.0,94.0,25.0,47.0,0.0,0.0,0.0,39.2
dummy_image_1.png,1,42.0,42.0,42.0,27.0,47.0,0.0,0.0,0.0,49.6
dummy_image_1.png,3,29.67,9.0,31.0,39.67,47.67,0.47,0.75,0.65,56.2
dummy_image_1.png,12,37.92,7.0,32.0,55.42,48.25,0.63,3.43,1.85,56.6
dummy_image_1.png,1,38.0,38.0,38.0,1.0,48.0,0.0,0.0,0.0,50.4
dummy_image_1.png,3,40.33,13.0,24.0,7.67,48.67,0.47,0.75,0.65,55.4
dummy_image_1.png,2,45.0,45.0,45.0,37.0,48.5,0.5,0.5,0.5,49.0
dummy_image_1.png,2,58.0,31.0,58.0,60.0,48.5,0.5,0.5,0.5,51.8
dummy_image_1.png,9,48.11,12.0,54.0,4.89,50.44,0.46,2.92,1.64,55.6
dummy_image_1.png,4,66.25,16.0,78.0,13.75,50.0,0.25,1.03,0.77,54.8
dummy_image_1.png,1,52.0,52.0,52.0,17.0,49.0,0.0,0.0,0.0,47.6
dummy_image_1.png,1,41.0,41.0,41.0,41.0,49.0,0.0,0.0,0.0,49.8
dummy_image_1.png,3,47.0,28.0,53.0,62.67,49.67,0.47,0.75,0.65,52.4
dummy_image_1.png,1,62.0,62.0,62.0,9.0,50.0,0.0,0.0,0.0,45.6
dummy_image_1.png,10,44.9,3.0,40.0,26.3,51.6,0.5,1.8,1.21,57.4
dummy_image_1.png,1,41.0,41.0,41.0,35.0,50.0,0.0,0.0,0.0,49.8
dummy_image_1.png,3,30.33,11.0,19.0,52.33,50.67,0.47,0.75,0.65,55.8
dummy_image_1.png,4,55.0,43.0,56.0,57.0,50.5,0.5,1.12,0.81,49.4
dummy_image_1.png,3,59.0,0.0,88.0,0.67,51.67,0.47,0.75,0.65,58.0
dummy_image_1.png,1,52.0,52.0,52.0,8.0,51.0,0.0,0.0,0.0,47.6
dummy_image_1.png,1,78.0,78.0,78.0,11.0,51.0,0.0,0.0,0.0,42.4
dummy_image_1.png,4,35.5,3.0,31.5,18.75,51.75,0.35,1.27,0.87,57.4
dummy_image_1.png,1,27.0,27.0,27.0,22.0,51.0,0.0,0.0,0.0,52.6
dummy_image_1.png,3,36.33,19.0,35.0,36.33,51.33,0.47,0.75,0.65,54.2
dummy_image_1.png,2,64.5,45.0,64.5,40.0,51.5,0.5,0.5,0.5,49.0
dummy_image_1.png,10,66.3,7.0,76.5,60.1,53.6,0.41,2.75,1.66,56.6
dummy_image_1.png,8,28.62,4.0,23.5,2.25,53.25,0.35,2.37,1.3,57.2
dummy_image_1.png,3,91.0,78.0,97.0,9.67,52.33,0.47,0.75,0.65,42.4
dummy_image_1.png,1,34.0,34.0,34.0,13.0,52.0,0.0,0.0,0.0,51.2
dummy_image_1.png,4,32.5,8.0,29.0,14.75,53.25,0.35,1.27,0.87,56.4
dummy_image_1.png,1,8.0,8.0,8.0,23.0,52.0,0.0,0.0,0.0,56.4
dummy_image_1.png,1,68.0,68.0,68.0,34.0,52.0,0.0,0.0,0.0,44.4
dummy_image_1.png,1,71.0,71.0,71.0,38.0,52.0,0.0,0.0,0.0,43.8
dummy_image_1.png,2,50.5,28.0,50.5,42.5,52.0,0.5,0.5,0.5,52.4
dummy_image_1.png,6,65.83,37.0,63.0,51.0,53.33,0.33,1.67,1.14,50.6
dummy_image_1.png,4,38.0,27.0,37.5,54.0,52.5,0.5,1.12,0.81,52.6
dummy_image_1.png,1,29.0,29.0,29.0,58.0,52.0,0.0,0.0,0.0,52.2
dummy_image_1.png,2,94.0,90.0,94.0,62.0,52.5,0.5,0.5,0.5,40.0
dummy_image_1.png,4,46.25,31.0,46.5,5.25,54.25,0.35,1.27,0.87,51.8
dummy_image_1.png,1,49.0,49.0,49.0,8.0,53.0,0.0,0.0,0.0,48.2
dummy_image_1.png,9,42.22,0.0,31.0,12.44,55.33,0.56,2.38,1.35,58.0
dummy_image_1.png,2,49.5,36.0,49.5,17.0,53.5,0.5,0.5,0.5,50.8
dummy_image_1.png,2,45.5,29.0,45.5,21.0,53.5,0.5,0.5,0.5,52.2
dummy_image_1.png,1,35.0,35.0,35.0,24.0,53.0,0.0,0.0,0.0,51.0
dummy_image_1.png,2,55.5,26.0,55.5,30.0,53.5,0.5,0.5,0.5,52.8
dummy_image_1.png,13,51.38,3.0,43.0,41.38,55.08,0.62,3.16,1.86,57.4
dummy_image_1.png,3,42.33,8.0,20.0,45.67,53.33,0.47,0.75,0.65,56.4
dummy_image_1.png,3,46.33,28.0,32.0,48.33,53.67,0.47,0.75,0.65,52.4
dummy_image_1.png,1,38.0,38.0,38.0,19.0,54.0,0.0,0.0,0.0,50.4
dummy_image_1.png,7,54.71,16.0,62.0,36.0,55.57,0.43,1.86,1.19,54.8
dummy_image_1.png,1,16.0,16.0,16.0,63.0,54.0,0.0,0.0,0.0,54.8
dummy_image_1.png,4,47.0,6.0,56.0,9.25,56.0,0.25,1.03,0.77,56.8
dummy_image_1.png,1,16.0,16.0,16.0,16.0,55.0,0.0,0.0,0.0,54.8
dummy_image_1.png,1,94.0,94.0,94.0,18.0,55.0,0.0,0.0,0.0,39.2
dummy_image_1.png,2,62.0,44.0,62.0,24.5,55.0,0.5,0.5,0.5,49.2
dummy_image_1.png,15,47.6,2.0,37.0,28.07,57.33,0.99,3.75,2.11,57.6
dummy_image_1.png,3,45.67,5.0,39.0,33.0,56.0,0.0,1.0,0.67,57.0
dummy_image_1.png,1,56.0,56.0,56.0,54.0,55.0,0.0,0.0,0.0,46.8
dummy_image_1.png,8,46.5,4.0,42.0,2.0,56.5,0.5,2.06,1.44,57.2
dummy_image_1.png,1,80.0,80.0,80.0,15.0,56.0,0.0,0.0,0.0,42.0
dummy_image_1.png,1,85.0,85.0,85.0,17.0,56.0,0.0,0.0,0.0,41.0
dummy_image_1.png,2,19.5,10.0,19.5,19.5,56.0,0.5,0.5,0.5,56.0
dummy_image_1.png,2,55.5,43.0,55.5,23.0,56.5,0.5,0.5,0.5,49.4
dummy_image_1.png,1,93.0,93.0,93.0,48.0,56.0,0.0,0.0,0.0,39.4
dummy_image_1.png,8,57.12,23.0,54.5,50.5,57.62,0.62,1.7,1.14,53.4
dummy_image_1.png,6,43.33,10.0,40.0,56.67,56.67,0.47,1.49,0.98,56.0
dummy_image_1.png,5,38.6,15.0,40.0,62.6,57.6,0.57,1.65,1.04,55.0
dummy_image_1.png,1,48.0,48.0,48.0,7.0,57.0,0.0,0.0,0.0,48.4
dummy_image_1.png,1,93.0,93.0,93.0,11.0,57.0,0.0,0.0,0.0,39.4
dummy_image_1.png,1,42.0,42.0,42.0,16.0,57.0,0.0,0.0,0.0,49.6
dummy_image_1.png,1,79.0,79.0,79.0,21.0,57.0,0.0,0.0,0.0,42.2
dummy_image_1.png,2,42.5,11.0,42.5,47.0,57.5,0.5,0.5,0.5,55.8
dummy_image_1.png,1,35.0,35.0,35.0,15.0,58.0,0.0,0.0,0.0,51.0
dummy_image_1.png,1,98.0,98.0,98.0,22.0,58.0,0.0,0.0,0.0,38.4
dummy_image_1.png,1,6.0,6.0,6.0,24.0,58.0,0.0,0.0,0.0,56.8
dummy_image_1.png,1,45.0,45.0,45.0,31.0,58.0,0.0,0.0,0.0,49.0
dummy_image_1.png,1,7.0,7.0,7.0,34.0,58.0,0.0,0.0,0.0,56.6
dummy_image_1.png,4,63.25,14.0,76.0,41.75,59.0,0.25,1.03,0.77,55.2
dummy_image_1.png,4,50.25,12.0,51.5,44.75,59.0,0.25,1.03,0.77,55.6
dummy_image_1.png,12,47.33,4.0,48.0,59.5,60.0,0.5,3.2,1.84,57.2
dummy_image_1.png,1,11.0,11.0,11.0,3.0,59.0,0.0,0.0,0.0,55.8
dummy_image_1.png,8,57.75,29.0,54.0,5.75,59.88,0.28,1.75,1.15,52.2
dummy_image_1.png,2,69.5,65.0,69.5,9.0,59.5,0.5,0.5,0.5,45.0
dummy_image_1.png,5,55.4,5.0,72.0,16.6,60.0,0.4,1.4,0.95,57.0
dummy_image_1.png,3,54.33,16.0,73.0,20.0,59.0,0.0,1.0,0.67,54.8
dummy_image_1.png,1,53.0,53.0,53.0,33.0,59.0,0.0,0.0,0.0,47.4
dummy_image_1.png,7,33.57,12.0,23.0,38.14,59.43,0.45,2.19,1.2,55.6
dummy_image_1.png,1,29.0,29.0,29.0,48.0,59.0,0.0,0.0,0.0,52.2
dummy_image_1.png,5,57.6,41.0,53.0,54.0,59.8,0.2,1.28,0.9,49.8
dummy_image_1.png,4,35.0,4.0,31.5,2.25,61.0,0.25,1.03,0.77,57.2
dummy_image_1.png,2,50.5,11.0,50.5,13.0,60.5,0.5,0.5,0.5,55.8
dummy_image_1.png,2,49.0,0.0,49.0,22.5,60.0,0.5,0.5,0.5,58.0
dummy_image_1.png,6,50.33,5.0,61.0,24.0,61.5,0.5,2.06,1.29,57.0
dummy_image_1.png,2,29.5,8.0,29.5,49.0,60.5,0.5,0.5,0.5,56.4
dummy_image_1.png,4,42.75,2.0,41.0,57.0,61.5,0.5,1.5,1.0,57.6
dummy_image_1.png,1,5.0,5.0,5.0,63.0,60.0,0.0,0.0,0.0,57.0
dummy_image_1.png,1,38.0,38.0,38.0,19.0,61.0,0.0,0.0,0.0,50.4
dummy_image_1.png,2,85.0,76.0,85.0,30.5,61.0,0.5,0.5,0.5,42.8
dummy_image_1.png,2,76.5,54.0,76.5,43.5,61.0,0.5,0.5,0.5,47.2
